name,image,height,width,boxes,relative_boxes,annotations,anno_type,relative_annotations,iou_score,max_iou_score,num_of_annotations,avg_score
00152.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00152.jpg,503,670,"[[234.75234985351562, 2.3427295684814453, 647.3941040039062, 497.1700744628906], [363.993408203125, 8.079967498779297, 651.6109619140625, 496.7990417480469], [189.022705078125, 57.59049987792969, 334.3658447265625, 480.6890869140625]]","[[0.3503766415724114, 0.004657514052647009, 0.9662598567222481, 0.9884096907810946], [0.5432737435867537, 0.01606355367550556, 0.9725536744986008, 0.98767205118896], [0.28212344041511195, 0.11449403554260375, 0.49905349959188433, 0.9556443079802436]]","[['115', '52', '342', '467']]",<class 'list'>,"[[0.17164179104477612, 0.10337972166998012, 0.5104477611940299, 0.9284294234592445]]","[[0.5994791059416538, 0.5048701158708475, 0.8913495289441485]]",[0.8913495289441485],1,0.8913495289441485
00032.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00032.jpg,360,480,"[[256.5919189453125, 97.71047973632812, 414.658447265625, 344.0854187011719], [82.40876770019531, 33.591796875, 257.7951965332031, 356.98516845703125], [27.720796585083008, 12.544166564941406, 94.3113784790039, 66.77286529541016], [0.0, 8.153366088867188, 68.54450988769531, 260.3843994140625]]","[[0.5345664978027344, 0.27141799926757815, 0.8638717651367187, 0.9557928297254774], [0.17168493270874025, 0.093310546875, 0.5370733261108398, 0.9916254679361979], [0.057751659552256265, 0.03484490712483724, 0.1964820384979248, 0.18548018137613934], [0.0, 0.02264823913574219, 0.1428010622660319, 0.7232899983723958]]","[['83', '27', '262', '357']]",<class 'list'>,"[[0.17291666666666666, 0.075, 0.5458333333333333, 0.9916666666666667]]","[[0.5378238436293195, 0.9832320112356917, 0.40521700705235936, 0.5371326475201541]]",[0.9832320112356917],1,0.9832320112356917
00026.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00026.jpg,468,525,"[[310.1413879394531, 292.3481750488281, 486.41265869140625, 403.9942321777344], [0.0, 58.707515716552734, 205.48744201660156, 460.24755859375], [443.53729248046875, 381.0390319824219, 524.9601440429688, 464.69879150390625], [120.68842315673828, 224.37435913085938, 157.76292419433594, 281.7981262207031]]","[[0.5907455008370536, 0.6246755877111712, 0.9265003022693452, 0.8632355388413128], [0.0, 0.1254434096507537, 0.39140465146019343, 0.9834349542601496], [0.8448329380580357, 0.8141859657744057, 0.999924083891369, 0.9929461356921073], [0.2298827107747396, 0.47943239130525506, 0.3005008079892113, 0.6021327483348358]]","[['311', '284', '494', '407']]",<class 'list'>,"[[0.5923809523809523, 0.6068376068376068, 0.940952380952381, 0.8696581196581197]]","[[0.9691251804394521, 0.30770433769843436, 0.6064635462587169, 0.3203293602169093]]",[0.9691251804394521],1,0.9691251804394521
00027.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00027.jpg,200,623,"[[367.10052490234375, 55.092227935791016, 525.615966796875, 195.6275634765625], [134.8545379638672, 0.0, 330.3489990234375, 195.70884704589844], [134.93980407714844, 0.22630757093429565, 330.1120910644531, 194.98509216308594]]","[[0.589246428414677, 0.2754611396789551, 0.8436853399628812, 0.9781378173828125], [0.21645993252627158, 0.0, 0.5302552151259029, 0.9785442352294922], [0.21659679627150633, 0.0011315378546714783, 0.5298749455288172, 0.9749254608154296]]","[['128', '1', '335', '199']]",<class 'list'>,"[[0.20545746388443017, 0.005, 0.5377207062600321, 0.995]]","[[0.5090990550821033, 0.9755661124261633, 0.9739394770781875]]",[0.9755661124261633],1,0.9755661124261633
00033.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00033.jpg,357,634,"[[185.06101989746094, 27.58297348022461, 602.8477172851562, 301.1226806640625], [183.78756713867188, 29.387052536010742, 351.89923095703125, 299.88543701171875]]","[[0.2918943531505693, 0.07726323103704372, 0.9508639073898364, 0.8434808982186625], [0.28988575258465593, 0.08231667377033822, 0.5550461056104594, 0.8400152297247023]]","[['273', '24', '603', '301']]",<class 'list'>,"[[0.4305993690851735, 0.06722689075630252, 0.9511041009463722, 0.8431372549019608]]","[[0.9113343089257195, 0.670521849244143]]",[0.9113343089257195],1,0.9113343089257195
00153.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00153.jpg,900,776,"[[2.7189981937408447, 390.7400817871094, 397.5662841796875, 832.2474365234375], [187.9181365966797, 466.3260192871094, 521.6074829101562, 788.3814697265625], [190.05545043945312, 465.5472717285156, 522.4369506835938, 786.3162841796875]]","[[0.003503863651727893, 0.4341556464301215, 0.5123276857985664, 0.9247193739149305], [0.2421625471606697, 0.5181400214301215, 0.6721745913790673, 0.8759794108072917], [0.24491681757661485, 0.5172747463650174, 0.673243493148961, 0.8736847601996528]]","[['1', '442', '527', '789']]",<class 'list'>,"[[0.001288659793814433, 0.4911111111111111, 0.6791237113402062, 0.8766666666666667]]","[[0.8418904534984956, 0.8352469360917678, 0.833384324820237]]",[0.8418904534984956],1,0.8418904534984956
00147.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00147.jpg,665,1000,"[[125.03805541992188, 110.29291534423828, 805.0352172851562, 532.2672729492188], [0.20167231559753418, 1.8610239028930664, 31.427494049072266, 176.50869750976562], [0.1287519931793213, 0.0, 55.58380126953125, 168.52780151367188]]","[[0.12503805541992188, 0.16585400803644854, 0.8050352172851563, 0.8004019142093515], [0.00020167231559753418, 0.0027985321848016035, 0.03142749404907227, 0.26542661279664004], [0.00012875199317932128, 0.0, 0.05558380126953125, 0.25342526543409305]]","[['149', '105', '818', '544']]",<class 'list'>,"[[0.149, 0.15789473684210525, 0.818, 0.8180451127819549]]","[[0.9633129642439936, 0.31571875203440203, 0.3203286865469186]]",[0.9633129642439936],1,0.9633129642439936
00143.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00143.jpg,683,1024,"[[791.3040161132812, 116.85551452636719, 911.7692260742188, 419.6228942871094], [948.9534912109375, 125.32026672363281, 1024.0, 420.86529541015625], [425.56854248046875, 231.31298828125, 850.4939575195312, 673.7550048828125], [692.0863037109375, 267.05584716796875, 769.0240478515625, 340.51092529296875]]","[[0.7727578282356262, 0.17109152932118182, 0.8903996348381042, 0.614381982850819], [0.9267123937606812, 0.18348501716490895, 1.0, 0.6162010181700677], [0.41559427976608276, 0.33867201798133234, 0.8305605053901672, 0.9864641359924048], [0.6758655309677124, 0.3910041686207449, 0.7510000467300415, 0.49855186719321926]]","[['421', '227', '1004', '683']]",<class 'list'>,"[[0.4111328125, 0.3323572474377745, 0.98046875, 1.0]]","[[0.5122187757457312, 0.48282759408970977, 0.8909012212302182, 0.4549946635219477]]",[0.8909012212302182],1,0.8909012212302182
00180.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00180.jpg,423,634,"[[0.0, 96.25508117675781, 110.8694839477539, 405.7624206542969], [160.00283813476562, 118.83110046386719, 286.5732116699219, 414.1524963378906], [80.59977722167969, 50.978729248046875, 263.6297912597656, 405.0069274902344], [272.2925109863281, 153.0851287841797, 559.1756591796875, 417.24005126953125], [310.0397644042969, 74.37926483154297, 390.8408203125, 234.107666015625], [270.80596923828125, 154.93807983398438, 559.1137084960938, 417.3837585449219], [457.6265869140625, 199.24853515625, 634.0, 278.98126220703125], [379.97442626953125, 191.86407470703125, 550.4838256835938, 247.35218811035156], [380.6786193847656, 192.26028442382812, 552.59912109375, 248.5878143310547], [285.5643310546875, 74.30427551269531, 391.17999267578125, 391.3101806640625]]","[[0.0, 0.22755338339659056, 0.17487300307216705, 0.9592492214049572], [0.25237040715262715, 0.2809245873850288, 0.45200822029956134, 0.9790839156924128], [0.1271289861540689, 0.1205170904209146, 0.41581986003117605, 0.9574631855561097], [0.4294834558143977, 0.3619033777403775, 0.8819805349837342, 0.9863830999279699], [0.48902171041687204, 0.1758375055119219, 0.6164681708399053, 0.5534460189494681], [0.42713875274176855, 0.366283876676086, 0.8818828209717567, 0.9867228334395316], [0.7218084967098778, 0.47103672613770686, 1.0, 0.6595301707022015], [0.5993287480591976, 0.4535793728298611, 0.8682710184283813, 0.5847569458873559], [0.6004394627519962, 0.45451603882701685, 0.8716074465201105, 0.5876780480639591], [0.45041692595376576, 0.17566022579833407, 0.617003143021737, 0.9250831694185875]]","[['266', '149', '558', '423']]",<class 'list'>,"[[0.4195583596214511, 0.35224586288416077, 0.8801261829652997, 1.0]]","[[0.3760917026014248, 0.6076355663171333, 0.5037383598498417, 0.9779516042940727, 0.5197712900793875, 0.9771630257502866, 0.5400490287603712, 0.596428669522999, 0.5985229561213598, 0.7022922978950686]]",[0.9779516042940727],1,0.9779516042940727
00037.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00037.jpg,388,550,"[[272.0479431152344, 57.36368942260742, 378.0484924316406, 325.1355895996094], [55.886207580566406, 73.39292907714844, 299.28594970703125, 385.4302062988281], [415.7419738769531, 105.34239196777344, 532.8223876953125, 384.4914245605469], [54.880882263183594, 70.67974090576172, 287.3331298828125, 384.36907958984375]]","[[0.4946326238458807, 0.1478445603675449, 0.6873608953302557, 0.8379783237103334], [0.10161128651012073, 0.1891570337039908, 0.5441562721946023, 0.9933768203578044], [0.7558944979580966, 0.2715010102262202, 0.968767977627841, 0.9909572797952239], [0.09978342229669744, 0.18216428068495288, 0.5224238725142045, 0.9906419577057829]]","[['286', '59', '383', '325'], ['98', '80', '254', '318'], ['12', '140', '269', '388']]",<class 'list'>,"[[0.52, 0.15206185567010308, 0.6963636363636364, 0.8376288659793815], [0.1781818181818182, 0.20618556701030927, 0.4618181818181818, 0.8195876288659794], [0.02181818181818182, 0.36082474226804123, 0.4890909090909091, 1.0]]","[[0.9687943744691092, 0.5827295051367731, 0.5674960228684395, 0.5729890767959758], [0.6176531718706123, 0.7957301475242295, 0.3567060995654646, 0.8049637326857528], [0.4976144096625968, 0.8258912294968327, 0.3626904053133233, 0.8344288355550891]]","[0.9687943744691092, 0.8049637326857528, 0.8344288355550891]",3,0.8693956475699837
00023.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00023.jpg,360,480,"[[87.63780212402344, 50.759765625, 236.10049438476562, 256.97308349609375], [217.00621032714844, 109.50481414794922, 316.5414123535156, 310.8867492675781]]","[[0.18257875442504884, 0.14099934895833333, 0.49187602996826174, 0.7138141208224826], [0.45209627151489257, 0.30418003929985893, 0.6594612757364909, 0.8635743035210504]]","[['87', '47', '239', '257']]",<class 'list'>,"[[0.18125, 0.13055555555555556, 0.4979166666666667, 0.7138888888888889]]","[[0.9877968747034057, 0.5913345357556073]]",[0.9877968747034057],1,0.9877968747034057
00022.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00022.jpg,411,620,"[[9.894861221313477, 214.14886474609375, 335.7661437988281, 402.1687927246094], [50.702598571777344, 144.05320739746094, 121.55713653564453, 207.07635498046875], [206.031982421875, 147.00250244140625, 283.55029296875, 197.969482421875], [515.4382934570312, 145.53775024414062, 556.8554077148438, 200.01107788085938], [49.921878814697266, 143.9878692626953, 167.8668975830078, 208.1282958984375], [602.2086181640625, 144.7803497314453, 619.9383544921875, 165.8328094482422]]","[[0.015959453582763673, 0.5210434665355079, 0.5415582964497228, 0.9785128776754486], [0.08177838479318926, 0.35049442189163243, 0.19605989763813633, 0.5038354135777828], [0.33230964906754035, 0.35767032224186435, 0.4573391822076613, 0.4816775728026156], [0.8313520862210182, 0.3541064482825806, 0.8981538834110383, 0.4866449583475897], [0.08051915937854398, 0.35033544832772584, 0.27075306061775456, 0.5063948805314781], [0.9713042228452621, 0.35226362465071853, 0.9999005717615927, 0.4034861543752851]]","[['22', '205', '341', '399'], ['509', '131', '559', '207'], ['31', '138', '136', '211'], ['295', '174', '429', '221'], ['178', '141', '285', '202']]",<class 'list'>,"[[0.035483870967741936, 0.49878345498783455, 0.55, 0.9708029197080292], [0.8209677419354838, 0.31873479318734793, 0.9016129032258065, 0.5036496350364964], [0.05, 0.3357664233576642, 0.21935483870967742, 0.51338199513382], [0.47580645161290325, 0.4233576642335766, 0.6919354838709677, 0.537712895377129], [0.2870967741935484, 0.34306569343065696, 0.4596774193548387, 0.49148418491484186]]","[[0.9620969749122533, 0.4676753558591883, 0.4630292126626266, 0.26026808936137613, 0.4984417600527333, 0.18784449308269674], [0.25324556491249556, 0.20277700032086518, 0.39092489076961057, 0.9435533578395285, 0.24266333150903419, 0.7067243739553871], [0.4755392822233004, 0.9332603095116465, 0.6062736245977065, 0.20478361217672858, 0.9165258247113244, 0.11865627900109571], [0.43424135262643826, 0.4179184380680333, 0.6570514337191907, 0.5551304937350413, 0.4603495142126827, 0.4082317586797611], [0.46785492851224186, 0.6503763694337066, 0.9390530721924867, 0.3860681382330975, 0.7015191097169091, 0.2681570905624195]]","[0.9620969749122533, 0.9435533578395285, 0.9332603095116465, 0.6570514337191907, 0.9390530721924867]",5,0.8870030296350212
00036.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00036.jpg,530,800,"[[334.1399230957031, 102.02178955078125, 507.2725524902344, 249.2991180419922], [677.315673828125, 36.31317138671875, 800.0, 271.40289306640625], [114.25414276123047, 1.137847900390625, 304.52880859375, 469.0215148925781]]","[[0.4176749038696289, 0.19249394254864388, 0.634090690612793, 0.4703756944188532], [0.8466445922851562, 0.06851541771079009, 1.0, 0.5120809303139741], [0.1428176784515381, 0.0021468828309257077, 0.3806610107421875, 0.8849462545142983]]","[['110', '2', '312', '493'], ['257', '280', '718', '502'], ['421', '133', '783', '301'], ['339', '103', '522', '232'], ['676', '31', '800', '267']]",<class 'list'>,"[[0.1375, 0.0037735849056603774, 0.39, 0.930188679245283], [0.32125, 0.5283018867924528, 0.8975, 0.9471698113207547], [0.52625, 0.2509433962264151, 0.97875, 0.5679245283018868], [0.42375, 0.19433962264150945, 0.6525, 0.4377358490566038], [0.845, 0.05849056603773585, 1.0, 0.5037735849056604]]","[[0.4560105324417963, 0.23816322869554044, 0.9642828683746265], [0.43325720270032275, 0.3605106949313693, 0.4592043258224771], [0.6383140424618075, 0.6640287875878415, 0.3608535011358005], [0.9541042414485197, 0.45737240420300135, 0.4458567034868271], [0.4551669952747724, 0.9859904251694785, 0.24000197701712261]]","[0.9642828683746265, 0.4592043258224771, 0.6640287875878415, 0.9541042414485197, 0.9859904251694785]",5,0.8055221296805886
00181.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00181.jpg,531,945,"[[49.31415939331055, 39.86171340942383, 552.4346313476562, 439.16949462890625]]","[[0.05218429565429687, 0.07506914013074167, 0.5845869114790013, 0.8270611951580156]]","[['69', '28', '571', '442']]",<class 'list'>,"[[0.07301587301587302, 0.05273069679849341, 0.6042328042328042, 0.832391713747646]]",[[0.9589782398477809]],[0.9589782398477809],1,0.9589782398477809
00156.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00156.jpg,375,500,"[[173.66653442382812, 85.47821044921875, 498.0256652832031, 332.0786437988281], [83.67320251464844, 207.7792205810547, 326.89544677734375, 318.28851318359375]]","[[0.34733306884765625, 0.22794189453125, 0.9960513305664063, 0.8855430501302083], [0.16734640502929687, 0.5540779215494792, 0.6537908935546874, 0.8487693684895833]]","[['195', '69', '500', '339'], ['104', '217', '336', '317']]",<class 'list'>,"[[0.39, 0.184, 1.0, 0.904], [0.208, 0.5786666666666667, 0.672, 0.8453333333333334]]","[[0.9374165767555984, 0.5351550428184018], [0.5767196234472187, 0.9403267733594018]]","[0.9374165767555984, 0.9403267733594018]",2,0.9388716750575001
00168.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00168.jpg,372,445,"[[135.65457153320312, 11.529812812805176, 304.0848388671875, 366.484130859375]]","[[0.3048417337824789, 0.030994120464530043, 0.6833367165554776, 0.9851723947832661]]","[['133', '18', '314', '359']]",<class 'list'>,"[[0.298876404494382, 0.04838709677419355, 0.7056179775280899, 0.9650537634408602]]",[[0.9614809904633485]],[0.9614809904633485],1,0.9614809904633485
00154.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00154.jpg,409,729,"[[294.5757141113281, 204.11317443847656, 463.78515625, 314.8237609863281], [341.8135986328125, 86.83097076416016, 480.9608154296875, 174.43212890625], [200.7084197998047, 65.19055938720703, 327.0272216796875, 185.14401245117188], [293.646484375, 205.8764190673828, 464.0561828613281, 279.16851806640625], [201.1686553955078, 64.50746154785156, 326.6457824707031, 184.2095489501953], [342.3614807128906, 86.34194946289062, 478.9600524902344, 174.97030639648438]]","[[0.40408191236121827, 0.49905421623099405, 0.6361936299725651, 0.7697402469103377], [0.46888010786394035, 0.2123006620150615, 0.6597542049789952, 0.4264844227536675], [0.2753201917692794, 0.15939012075111744, 0.44859701190629286, 0.4526748470688799], [0.4028072487997256, 0.503365327793112, 0.6365654085889275, 0.682563613854294], [0.27595151631756903, 0.15771995488472265, 0.44807377567997686, 0.45039009523275136], [0.4696316607858582, 0.21110501091171302, 0.6570096741978524, 0.4278002601381036]]","[['290', '199', '463', '317']]",<class 'list'>,"[[0.39780521262002744, 0.48655256723716384, 0.635116598079561, 0.7750611246943765]]","[[0.9803238784288768, 0.5638674469699199, 0.48423848911457934, 0.910489886443878, 0.4826935481911512, 0.5649002486960819]]",[0.9803238784288768],1,0.9803238784288768
00140.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00140.jpg,742,964,"[[430.468017578125, 204.50689697265625, 951.276123046875, 702.3052368164062], [23.108396530151367, 39.105384826660156, 507.0053405761719, 682.8533325195312]]","[[0.4465435866992998, 0.275615764114092, 0.9868009575175052, 0.946503014577367], [0.023971365695177767, 0.05270267496854469, 0.525939149975282, 0.9202875101341391]]","[['30', '33', '503', '638']]",<class 'list'>,"[[0.03112033195020747, 0.0444743935309973, 0.5217842323651453, 0.8598382749326146]]","[[0.4763115842112901, 0.9561689297792053]]",[0.9561689297792053],1,0.9561689297792053
00020.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00020.jpg,501,750,"[[103.99784088134766, 41.90934371948242, 583.1253051757812, 471.4694519042969]]","[[0.13866378784179687, 0.08365138466962559, 0.7775004069010417, 0.9410567902281375]]","[['98', '28', '592', '472'], ['508', '302', '561', '373']]",<class 'list'>,"[[0.13066666666666665, 0.05588822355289421, 0.7893333333333333, 0.9421157684630739], [0.6773333333333333, 0.6027944111776448, 0.748, 0.7445109780439122]]","[[0.9729469590727595], [0.40157828454599315]]","[0.9729469590727595, 0.40157828454599315]",2,0.6872626218093764
00034.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00034.jpg,472,640,"[[127.17694091796875, 5.69482421875, 636.934814453125, 450.87548828125], [135.493896484375, 5.9141845703125, 639.153076171875, 454.1934814453125], [0.0, 150.82354736328125, 254.73851013183594, 451.08917236328125]]","[[0.19871397018432618, 0.012065305548199153, 0.9952106475830078, 0.9552446785619704], [0.21170921325683595, 0.012530052055746822, 0.9986766815185547, 0.9622743250960011], [0.0, 0.31954141390525687, 0.39802892208099366, 0.9556973990747484]]","[['1', '141', '270', '449']]",<class 'list'>,"[[0.0015625, 0.298728813559322, 0.421875, 0.951271186440678]]","[[0.529598009036461, 0.5219625052669121, 0.9672271836635791]]",[0.9672271836635791],1,0.9672271836635791
00021.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00021.jpg,427,640,"[[23.2161865234375, 155.8052978515625, 145.0802001953125, 341.203857421875], [616.4716796875, 77.11688232421875, 639.8306884765625, 220.4324951171875], [12.106819152832031, 170.28692626953125, 53.609458923339844, 255.5286865234375], [117.0306625366211, 146.7924346923828, 190.35769653320312, 295.26434326171875], [559.3958129882812, 68.51385498046875, 633.8965454101562, 218.123046875], [167.25067138671875, 172.93572998046875, 220.9385986328125, 280.33233642578125], [12.04665756225586, 225.66107177734375, 50.527130126953125, 352.16546630859375], [430.604248046875, 55.0345458984375, 477.1129150390625, 158.858642578125], [486.0540466308594, 70.56341552734375, 540.1400146484375, 206.84063720703125], [312.847900390625, 195.740234375, 539.724365234375, 366.75872802734375], [440.4254150390625, 129.38864135742188, 480.5894775390625, 227.71749877929688], [529.8177490234375, 89.46035766601562, 573.5731201171875, 207.35073852539062], [465.221923828125, 59.359283447265625, 517.0320434570312, 203.74737548828125], [213.6975555419922, 266.20794677734375, 428.44647216796875, 400.77679443359375], [312.40423583984375, 195.2235107421875, 539.406005859375, 366.521728515625], [81.97920227050781, 243.35528564453125, 130.82925415039062, 326.70709228515625], [175.40274047851562, 58.132659912109375, 234.40313720703125, 158.22650146484375], [210.65505981445312, 265.929931640625, 429.4254455566406, 400.249267578125], [501.8955078125, 70.92495727539062, 541.4073486328125, 152.65713500976562], [111.60247802734375, 250.90115356445312, 212.3848876953125, 370.7810363769531], [500.246826171875, 70.35775756835938, 541.748291015625, 189.36581420898438], [466.1009521484375, 58.13926696777344, 516.08203125, 115.09587097167969], [469.7431640625, 59.092437744140625, 517.46142578125, 141.80734252929688], [135.37619018554688, 60.09454345703125, 185.476806640625, 154.96713256835938], [177.61546325683594, 59.013336181640625, 230.6924591064453, 114.59970092773438]]","[[0.036275291442871095, 0.3648836015259075, 0.22668781280517578, 0.799072265625], [0.9632369995117187, 0.18060159794899006, 0.9997354507446289, 0.5162353515625], [0.01891690492630005, 0.39879842217688816, 0.08376477956771851, 0.5984278372914227], [0.18286041021347046, 0.34377619365897616, 0.29743390083312987, 0.6914855814091774], [0.8740559577941894, 0.16045399292849824, 0.9904633522033691, 0.5108268076697893], [0.26132917404174805, 0.4050017095561329, 0.3452165603637695, 0.6565160103648273], [0.01882290244102478, 0.5284802617736387, 0.07894864082336425, 0.8247434808163788], [0.6728191375732422, 0.12888652435231265, 0.7454889297485352, 0.37203429175204916], [0.7594594478607177, 0.16525390053242095, 0.8439687728881836, 0.48440430259257905], [0.48882484436035156, 0.45840804303278687, 0.843319320678711, 0.8589197377689549], [0.6881647109985352, 0.30301789545063673, 0.7509210586547852, 0.5332962500686109], [0.8278402328491211, 0.2095090343466408, 0.8962080001831054, 0.4855989192632099], [0.7269092559814453, 0.13901471533317478, 0.8078625679016114, 0.4771601299491364], [0.3339024305343628, 0.6234378144668472, 0.6694476127624511, 0.9385873405938964], [0.48813161849975584, 0.45719791742901056, 0.8428218841552735, 0.8583647037836651], [0.12809250354766846, 0.5699187017436329, 0.20442070960998535, 0.7651219959839725], [0.27406678199768064, 0.1361420606840969, 0.3662549018859863, 0.3705538675991657], [0.329148530960083, 0.6227867251536885, 0.670977258682251, 0.9373519147028688], [0.7842117309570312, 0.16610060251847922, 0.8459489822387696, 0.35751085482380707], [0.1743788719177246, 0.5875905235701478, 0.3318513870239258, 0.8683396636462603], [0.7816356658935547, 0.16477226596805475, 0.8464817047119141, 0.4434796585690501], [0.7282827377319336, 0.1361575338823734, 0.806378173828125, 0.2695453652732545], [0.7339736938476562, 0.13838978394412324, 0.8085334777832032, 0.3321015047524517], [0.211525297164917, 0.14073663573075235, 0.2898075103759766, 0.3629206851718018], [0.27752416133880614, 0.13820453438323332, 0.3604569673538208, 0.26838337453801964]]","[['300', '194', '640', '371'], ['184', '263', '506', '399']]",<class 'list'>,"[[0.46875, 0.45433255269320844, 1.0, 0.8688524590163934], [0.2875, 0.6159250585480094, 0.790625, 0.9344262295081968]]","[[0.3571191740441985, 0.44930326870664006, 0.2568227516651866, 0.3879111441276599, 0.4729126068621556, 0.4267940248137764, 0.28771129089574454, 0.3913955179701369, 0.45054485876018874, 0.8758078079614279, 0.4928134636468877, 0.45386251210275613, 0.44104704916569176, 0.61612284483972, 0.8763441238834662, 0.34171344923178937, 0.3054790705522579, 0.6160140340621829, 0.38791832086926065, 0.434690018694127, 0.4256882967341632, 0.3502889143063574, 0.37646043318399663, 0.2724787275776783, 0.2724833810320369], [0.4310390434228929, 0.2841689861244566, 0.3158434347166434, 0.45302715138586097, 0.3072978935294093, 0.4918618612209845, 0.3987393062034413, 0.3238647005038455, 0.35580498262576216, 0.7157568509853586, 0.421247517849571, 0.3338689226704475, 0.36465900987311434, 0.8809793394996228, 0.7154944867387841, 0.47581129465492494, 0.32355018327916296, 0.8862914094189048, 0.2984776235693192, 0.6065643948504874, 0.33286512412265956, 0.27670654785908416, 0.3017534650416459, 0.29349893569406504, 0.2793846330562958]]","[0.8763441238834662, 0.8862914094189048]",2,0.8813177666511856
00009.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00009.jpg,399,510,"[[231.70384216308594, 68.42063903808594, 479.8854675292969, 349.0536804199219], [36.858970642089844, 139.13272094726562, 226.77581787109375, 344.2547912597656]]","[[0.45432125914330573, 0.1714802983410675, 0.9409518971162684, 0.8748212541852679], [0.07227249145507812, 0.34870356127134244, 0.4446584664139093, 0.8627939630570567]]","[['43', '135', '237', '348']]",<class 'list'>,"[[0.08431372549019608, 0.3383458646616541, 0.4647058823529412, 0.8721804511278195]]","[[0.4999607321059673, 0.9644865578776118]]",[0.9644865578776118],1,0.9644865578776118
00182.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00182.jpg,320,427,"[[190.58384704589844, 23.680753707885742, 257.5812072753906, 187.77999877929688], [11.834210395812988, 152.24224853515625, 124.3145751953125, 297.73944091796875], [232.69180297851562, 73.00086975097656, 243.1734161376953, 88.33361053466797], [203.05894470214844, 136.83763122558594, 288.5660400390625, 294.4106750488281], [105.96246337890625, 192.07386779785156, 197.98397827148438, 297.89141845703125]]","[[0.4463321944868816, 0.07400235533714294, 0.6032346774599312, 0.5868124961853027], [0.027714778444526904, 0.4757570266723633, 0.2911348365229801, 0.9304357528686523], [0.5449456744227532, 0.22812771797180176, 0.5694927778400358, 0.2760425329208374], [0.47554787986451624, 0.42761759757995604, 0.6757986886160714, 0.9200333595275879], [0.24815565194123243, 0.6002308368682862, 0.4636627125795887, 0.9309106826782226]]","[['12', '152', '133', '299'], ['102', '185', '188', '303'], ['201', '133', '297', '299']]",<class 'list'>,"[[0.02810304449648712, 0.475, 0.3114754098360656, 0.934375], [0.2388758782201405, 0.578125, 0.44028103044496486, 0.946875], [0.4707259953161593, 0.415625, 0.6955503512880562, 0.934375]]","[[0.36144236344989067, 0.9806879459245575, 0.2632425536354573, 0.4917831564966597, 0.6817552801777653], [0.4191380301731167, 0.6909981456498862, 0.2985251698270618, 0.6046310729580666, 0.9467635574739522], [0.5807278687095788, 0.47648796616078987, 0.4295363851016898, 0.962945548005959, 0.6127333146123863]]","[0.9806879459245575, 0.9467635574739522, 0.962945548005959]",3,0.9634656838014896
00141.jpg,/Users/hila.katz/PycharmProjects/YOLOv8-image-detection-project/Kangaroos/00141.jpg,329,450,"[[100.96392059326172, 39.743377685546875, 440.9705505371094, 260.4678649902344], [174.9888458251953, 8.006705284118652, 277.2157897949219, 80.45978546142578]]","[[0.22436426798502604, 0.12080054007765008, 0.979934556749132, 0.7916956382681896], [0.38886410183376735, 0.024336490225284658, 0.6160350884331597, 0.24455861842378657]]","[['97', '38', '444', '280']]",<class 'list'>,"[[0.21555555555555556, 0.11550151975683891, 0.9866666666666667, 0.851063829787234]]","[[0.9542922333821569, 0.4349200811139844]]",[0.9542922333821569],1,0.9542922333821569
